city,house_title,house_type,price,user,no_of_ratings,rating,house_detail,house_details,no_of_guest,house_size,no_of_beds,no_of_baths,house,beds,bath
Paris,"ILE-ST-LOUIS, ART, LUXURY AND CHARM",Entire home,195,Marie&Elena,247,4.85,"['4 guests', 'Studio', '3 beds', '1 bath', '\U000f0004\n247 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" 'Studio'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n247 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, 'Studio', '3 beds', '1 bath',0.5,3,1
Paris,Best Place in Paris,Entire home,299,Elodie,128,4.58,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n2,712 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n2"", ""712 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '2 bedrooms', '2 beds', '1 bath',2,2,1
Paris,Authentic BÂ§B in a lovely house,Private room in house,59,FranĂ§oise,286,4.82,"['3 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n289 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 private bath'"", "" '\\U000f0004\\n289 Reviews'"", "" '\\U000f0019\\nVerified']""]",3, '1 bedroom', '2 beds', '1 private bath',1,2,1
Paris,Chic & Romantic Flat in Montmartre,Entire home,99,Margherita,99,4.6,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n161 Reviews', '\U000f1101\n4 References', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n161 Reviews'"", "" '\\U000f1101\\n4 References'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,Rare and luxurious appartement in Champs-Elysee,Entire home,168,Bahija,37,4.62,"['4 guests', '1 bedroom', '1 bed', '2 baths', '\U000f0004\n37 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '2 baths'"", "" '\\U000f0004\\n37 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '1 bed', '2 baths',1,1,2
Paris,IN PARIS CENTER SPACIOUS 3ROOM RENOVATED FOR 6 PER,Entire home,150,Joseph,6,4.83,"['6 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n44 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n44 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '4 beds', '1 bath',2,4,1
Paris,Charming country house only 20mn away from Paris,Entire home,63,Catherine,81,4.95,"['7 guests', '3 bedrooms', '5 beds', '2 baths', '\U000f0004\n81 Reviews', '\U000f0019\nVerified']","[""['7 guests'"", "" '3 bedrooms'"", "" '5 beds'"", "" '2 baths'"", "" '\\U000f0004\\n81 Reviews'"", "" '\\U000f0019\\nVerified']""]",7, '3 bedrooms', '5 beds', '2 baths',3,5,2
Paris,Trendy & Fashion Duplex in Le Marais !!!,Entire home,199,Philippe,44,4.36,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n12,800 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n12"", ""800 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,Large & Modern Studio In St Germain,Entire home,149,Gaelle,3,5,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n3 Reviews']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n3 Reviews']""]",2, 'Studio', '1 bed', '1 bath',0.5,1,1
Paris,WONDERFUL ROOM OF 9M2 NEAR LE MARAIS,Private room in apartment,49,Guillaume,13,4.77,"['2 guests', 'Studio', '0 beds', '1 shared bath', '\U000f0004\n34 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '0 beds'"", "" '1 shared bath'"", "" '\\U000f0004\\n34 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, 'Studio', '0 beds', '1 shared bath',0.5,0,1
Paris,â™¥ of Paris 5th - Quartier Latin,Entire home,120,Olivier,35,4.83,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n167 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n167 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,charming artist apartment,Entire home,110,Anne-Laure,183,4.85,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n183 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n183 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 bath',1,1,1
Paris,ElysĂ©es Wagram 2 - Breakfast included,Private room in apartment,140,Catherine,292,4.93,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n617 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n617 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 private bath',1,1,1
Paris,New flat 2nd floor near to Porte de Paris station,Entire home,149,Mika,48,4.96,"['8 guests', '3 bedrooms', '3 beds', '1 bath', '\U000f0004\n89 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n89 Reviews'"", "" '\\U000f0019\\nVerified']""]",8, '3 bedrooms', '3 beds', '1 bath',3,3,1
Paris,100m2 Apartment in best area of Paris,Entire home,395,Bonjour,9,4.67,"['10 guests', '4 bedrooms', '5 beds', '2.5 baths', '\U000f0004\n39 Reviews', '\U000f0019\nVerified']","[""['10 guests'"", "" '4 bedrooms'"", "" '5 beds'"", "" '2.5 baths'"", "" '\\U000f0004\\n39 Reviews'"", "" '\\U000f0019\\nVerified']""]",10, '4 bedrooms', '5 beds', '2.5 baths',4,5,2.5
Paris,Charming Typical Parisian Flat,Entire home,85,Olivier,260,4.58,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n260 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n260 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '2 bedrooms', '2 beds', '1 bath',2,2,1
Paris,â¤ï¸ Comme Ă  lâ€™hotel au coeur du Marais,Private room in apartment,92,JĂ©rĂ©my,16,4.94,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n16 Reviews']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n16 Reviews']""]",2, '1 bedroom', '1 bed', '1 private bath',1,1,1
Paris,Parisian Lifestyle for 3 nice Guests,Room in boutique hotel,199,Romain,60,4.88,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n219 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n219 Reviews'"", "" '\\U000f0019\\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,"RĂ©publique, renovated 2016 6 bdrms,3WC,3 bathrooms",Entire home,500,Mathilde,151,4.58,"['15 guests', '6 bedrooms', '6 beds', '3 baths', '\U000f0004\n3,217 Reviews', '\U000f0019\nVerified']","[""['15 guests'"", "" '6 bedrooms'"", "" '6 beds'"", "" '3 baths'"", "" '\\U000f0004\\n3"", ""217 Reviews'"", "" '\\U000f0019\\nVerified']""]",15, '6 bedrooms', '6 beds', '3 baths',6,6,3
Paris,Amazing apt with balcony & Wifi,Entire home,634,"Loic, Estelle & Co",14,4.36,"['8 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n616 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n616 Reviews'"", "" '\\U000f0019\\nVerified']""]",8, '2 bedrooms', '4 beds', '1 bath',2,4,1
Paris,F1 entier JACUZZI BALNEO TROPICAL proche Paris,Entire home,115,Jordan,4,4.75,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n118 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n118 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, 'Studio', '1 bed', '1 bath',0.5,1,1
Paris,"Loft ""Atelier"" in the Marais perfect for 4",Entire home,190,Hsiao Lin,371,4.63,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n1,144 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""144 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,Petit studio parisien prĂ¨s de la Tour Eiffel,Entire home,88,Weina,142,4.82,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n384 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n384 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, 'Studio', '1 bed', '1 bath',0.5,1,1
Paris,â¤ï¸ Central Apartment in Paris,Entire home,148,Louis,58,4.57,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n131 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n131 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,Yanâ€™s apartment,Entire home,60,Yan,9,4.11,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n12 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n12 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,"Opera-Haussmann, St HonorĂ©, Montaigne, Concorde",Entire home,140,Cynthia,306,4.75,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n3,550 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n3"", ""550 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, 'Studio', '1 bed', '1 bath',0.5,1,1
Paris,Steps from Notre-Dame,Entire home,335,Catherine,14,5,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n14 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n14 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,Brand new Modern flat Central Paris Boutique Hotel,Entire home,139,Justin & Catherine,657,4.29,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n1,429 Reviews', '\U000f1101\n9 References', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""429 Reviews'"", "" '\\U000f1101\\n9 References'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,"JOLI STUDIO, FACE AU BOIS DE VINCENNES. 15MN PARIS",Entire home,55,Cathy,45,4.36,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n449 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n449 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, 'Studio', '1 bed', '1 bath',0.5,1,1
Paris,Hotel Boronali *** - Superior room in Montmartre,Room in boutique hotel,119,Arthur,15,4.8,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n493 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n493 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 bath',1,1,1
Paris,Cosy room between Montmartre and Opera,Room in boutique hotel,140,AdĂ©lie,54,4.69,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n55 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n55 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 bath',1,1,1
Paris,â˜… Spacious & Cozy â˜… 3 Rooms Flat Near Paris & CDG,Entire home,69,Dora & John,186,4.66,"['7 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n399 Reviews', '\U000f0019\nVerified']","[""['7 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n399 Reviews'"", "" '\\U000f0019\\nVerified']""]",7, '2 bedrooms', '4 beds', '1 bath',2,4,1
Paris,Centrally Located Modern Parisian Studio,Entire home,140,Greg,8,5,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n8 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n8 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, 'Studio', '1 bed', '1 bath',0.5,1,1
Paris,Le Charme de Saint Germain appartment,Entire home,129,Ren,14,4.23,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n14 Reviews']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n14 Reviews']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,Spacious&Shiny flat in Center of Paris 5pers!,Entire home,149,Philippe,39,4.31,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n12,800 Reviews', '\U000f0019\nVerified']","[""['5 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n12"", ""800 Reviews'"", "" '\\U000f0019\\nVerified']""]",5, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,Lion studio,Entire home,82,Alicia,16,4.94,"['3 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n375 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n375 Reviews'"", "" '\\U000f0019\\nVerified']""]",3, 'Studio', '2 beds', '1 bath',0.5,2,1
Paris,Magnifique studio Zen & Cosy Ă  12mn de Paris,Entire home,65,Sonia & David,78,4.87,"['3 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n78 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n78 Reviews'"", "" '\\U000f0019\\nVerified']""]",3, 'Studio', '1 bed', '1 bath',0.5,1,1
Paris,Paris Vaugirard : Near Etoile/Champs-ElysĂ©es,Entire home,350,ChĂ©razade Et Paul,12,4.92,"['7 guests', '3 bedrooms', '3 beds', '2.5 baths', '\U000f0004\n19 Reviews']","[""['7 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '2.5 baths'"", "" '\\U000f0004\\n19 Reviews']""]",7, '3 bedrooms', '3 beds', '2.5 baths',3,3,2.5
Paris,MODERN 1BR FLAT IN THE HEART OF THE MARAIS,Entire home,100,Nathalie,6,4,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n1,556 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""556 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,Downtown Paris 5 people duplex style,Entire home,180,Gilian,330,4.7,"['5 guests', '1 bedroom', '4 beds', '1 bath', '\U000f0004\n1,555 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']","[""['5 guests'"", "" '1 bedroom'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""555 Reviews'"", "" '\\U000f1101\\n1 Reference'"", "" '\\U000f0019\\nVerified']""]",5, '1 bedroom', '4 beds', '1 bath',1,4,1
Paris,Magic Apartament Saint Germain Des PrĂ©s,Entire home,249,Alma,4,5,"['7 guests', '1 bedroom', '4 beds', '1 bath', '\U000f0004\n31 Reviews', '\U000f0019\nVerified']","[""['7 guests'"", "" '1 bedroom'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n31 Reviews'"", "" '\\U000f0019\\nVerified']""]",7, '1 bedroom', '4 beds', '1 bath',1,4,1
Paris,Chambre privĂ© pour 1 personne avec tĂ©lĂ© incluse,Private room in house,24,Alexandra,102,4.37,"['1 guest', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n295 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n295 Reviews'"", "" '\\U000f0019\\nVerified']""]",1, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,Your perfect place to stay in Paris,Entire home,60,Paris,47,4.79,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n112 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n112 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, 'Studio', '1 bed', '1 bath',0.5,1,1
Paris,â™¥ Luxury apartment near Arc Triomphe - 8P,Entire home,599,Charles,6,4.83,"['8 guests', '3 bedrooms', '4 beds', '2 baths', '\U000f0004\n77 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '2 baths'"", "" '\\U000f0004\\n77 Reviews'"", "" '\\U000f0019\\nVerified']""]",8, '3 bedrooms', '4 beds', '2 baths',3,4,2
Paris,2BDR/2BR St HonorĂ©/Louvre-Serviced Apartment | HS4,Room in serviced apartment,699,HighStay,67,4.87,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n371 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\\U000f0004\\n371 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '2 baths',2,3,2
Paris,Dans les jardins de la Tour Eiffel,Entire home,350,Mathilde,163,4.56,"['7 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n3,217 Reviews', '\U000f0019\nVerified']","[""['7 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n3"", ""217 Reviews'"", "" '\\U000f0019\\nVerified']""]",7, '2 bedrooms', '4 beds', '1 bath',2,4,1
Paris,"Exceptionnel Studio, avenue FOCH",Entire home,144,Gary,12,4.42,"['5 guests', 'Studio', '4 beds', '1 bath', '\U000f0004\n79 Reviews', '\U000f0019\nVerified']","[""['5 guests'"", "" 'Studio'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n79 Reviews'"", "" '\\U000f0019\\nVerified']""]",5, 'Studio', '4 beds', '1 bath',0.5,4,1
Paris,chambre proche de Paris 14Ă¨me,Private room in apartment,35,Brigitte,94,4.8,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n94 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n94 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,Amazing- 1BDR in the heart of Montorgueil,Entire home,354,Hortense,10,4.9,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n63 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n63 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '1 bedroom', '3 beds', '1 bath',1,3,1
Paris,Heart of Parmentier,Entire home,161,Ari,47,4.28,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n1,392 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""392 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,CÅ“ur de Paris,Private room in apartment,72,Mehdi,37,4.73,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n225 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n225 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,Ground-Floor Flat Le Marais Center Paris,Entire home,90,Sun,88,4.84,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n88 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n88 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 bath',1,1,1
Paris,LUMINEUSE CHAMBRE PRIVEE,Private room in apartment,45,Marie-Suzanne,261,4.68,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n261 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n261 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,Charming appartement with terrasse on courtyard,Entire home,164,DaphnĂ©,79,4.94,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n79 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n79 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '2 bedrooms', '2 beds', '1 bath',2,2,1
Paris,"Chambre simple,1 personne, appartement Haussmanien",Private room in apartment,75,Adrian H.,7,5,"['1 guest', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n13 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n13 Reviews'"", "" '\\U000f0019\\nVerified']""]",1, '1 bedroom', '1 bed', '1 bath',1,1,1
Paris,Superb bright and luxurious apt in Montogueil,Entire home,455,Alexia,18,4.11,"['8 guests', '3 bedrooms', '4 beds', '3 baths', '\U000f0004\n18 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '3 baths'"", "" '\\U000f0004\\n18 Reviews'"", "" '\\U000f0019\\nVerified']""]",8, '3 bedrooms', '4 beds', '3 baths',3,4,3
Paris,City Center Beaubourg 1BD 6 people,Entire home,190,Gilian,266,4.76,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n1,555 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""555 Reviews'"", "" '\\U000f1101\\n1 Reference'"", "" '\\U000f0019\\nVerified']""]",6, '1 bedroom', '3 beds', '1 bath',1,3,1
Paris,Nice dupleix for 3,Room in boutique hotel,168,Villa LutĂ¨ce Port Royal,53,4.6,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n319 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n319 Reviews'"", "" '\\U000f0019\\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,Chambre calme chez l'habitant,Private room in apartment,65,Christophe,9,5,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n9 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n9 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,A 25 sq.m studio in Canal St Martin area,Entire home,62,Nassima,353,4.54,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n540 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n540 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, 'Studio', '1 bed', '1 bath',0.5,1,1
Paris,"â¤Very close to Paris Center, authentic french area",Entire home,309,Cindy,61,4.85,"['8 guests', '3 bedrooms', '6 beds', '1 bath', '\U000f0004\n929 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '6 beds'"", "" '1 bath'"", "" '\\U000f0004\\n929 Reviews'"", "" '\\U000f1101\\n1 Reference'"", "" '\\U000f0019\\nVerified']""]",8, '3 bedrooms', '6 beds', '1 bath',3,6,1
Paris,"Notre Dame, Exceptional location (363)",Entire home,240,CĂ©sar Et Lucie,6,3.83,"['5 guests', '1 bedroom', '3 beds', '1.5 baths', '\U000f0004\n9 Reviews']","[""['5 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1.5 baths'"", "" '\\U000f0004\\n9 Reviews']""]",5, '1 bedroom', '3 beds', '1.5 baths',1,3,1.5
Paris,Like a house near the Louvre/Opera - rooftop view,Entire home,122,Marine,20,4.6,"['6 guests', '3 bedrooms', '3 beds', '1 bath', '\U000f0004\n20 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n20 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '3 bedrooms', '3 beds', '1 bath',3,3,1
Paris,Luxury 3 bedroom 2 bathroom Palace Apartment - AC,Entire home,858,Marie & Louis,62,4.85,"['8 guests', '3 bedrooms', '4 beds', '2.5 baths', '\U000f0004\n1,233 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '2.5 baths'"", "" '\\U000f0004\\n1"", ""233 Reviews'"", "" '\\U000f0019\\nVerified']""]",8, '3 bedrooms', '4 beds', '2.5 baths',3,4,2.5
